Date,Adj Close
2001-01-12,-0.1547322010224613
2001-01-19,-0.05524415939883011
2001-01-26,-0.02925334482695196
2001-02-02,-0.027854403028901086
2001-02-09,0.0036380177036666153
2001-02-16,0.004077022611252381
2001-02-23,0.20710230455427056
2001-03-02,0.008052796926701675
2001-03-09,-0.0682639868495818
2001-03-16,0.15481953831473796
2001-03-23,0.017893151671099738
2001-03-30,-0.06128169843010184
2001-04-06,0.10119686977410228
2001-04-13,-0.19329985401724348
2001-04-20,-0.028739907318626228
2001-04-27,-0.055074593510077
2001-05-04,-0.004590060620969374
2001-05-11,-0.015595634363932595
2001-05-18,-0.10328588657148953
2001-05-25,-0.030124159839567725
2001-06-01,0.04693915728075908
2001-06-08,-0.08050599560777262
2001-06-15,0.13547475689651609
2001-06-22,-0.13046721613059314
2001-06-29,-0.049139926546148904
2001-07-06,0.12648933095921322
2001-07-13,-0.02291424959524657
2001-07-20,0.05521184890109915
2001-07-27,-0.015336347112993464
2001-08-03,-0.10082539117878855
2001-08-10,0.03264384163670818
2001-08-17,0.14850394478141238
2001-08-24,-0.19023877388291063
2001-08-31,0.23454462226607006
2001-09-07,0.2179938674331821
2001-09-14,0.02705880135452609
2001-09-21,0.2925383436978515
2001-09-28,-0.28971569318202584
2001-10-05,0.04471041939175011
2001-10-12,0.05477632155070901
2001-10-19,-0.033442142902620486
2001-10-26,-0.18249748897070903
2001-11-02,0.07749517928723318
2001-11-09,-0.11258648232027828
2001-11-16,-0.09032992232317047
2001-11-23,-0.07536676796388961
2001-11-30,0.02505971656428241
2001-12-07,-0.014790059670625279
2001-12-14,0.04739038913179778
2001-12-21,-0.09044986884844589
2001-12-28,-0.05012440500825691
2002-01-04,-0.04540798440575471
2002-01-11,0.09996700336106872
2002-01-18,-0.0035460995589584286
2002-01-25,-0.06940529784761668
2002-02-01,0.0052219728236332814
2002-02-08,0.09651465835617622
2002-02-15,-0.039014343912607066
2002-02-22,0.021667872048148656
2002-03-01,-0.13565846005099413
2002-03-08,-0.035180718833688486
2002-03-15,-0.045112471212456234
2002-03-22,-0.035925367042032336
2002-03-29,-0.02104148363010075
2002-04-05,0.09478755528520943
2002-04-12,0.015045727209661394
2002-04-19,-0.05940244863511238
2002-04-26,0.1904848815559754
2002-05-03,-0.0921984409363327
2002-05-10,0.1043198222275793
2002-05-17,-0.23594259832020942
2002-05-24,0.06559721919830672
2002-05-31,0.05556984842729947
2002-06-07,0.1626941219781754
2002-06-14,0.09913098428155384
2002-06-21,0.047762433305621174
2002-06-28,-0.06957013086866526
2002-07-05,0.06515352701846655
2002-07-12,0.1947849970343488
2002-07-19,0.14736213572728193
2002-07-26,-0.07223551909853948
2002-08-02,0.1508060623835444
2002-08-09,-0.15588784887285542
2002-08-16,-0.20400998263903816
2002-08-23,0.017547336050793592
2002-08-30,0.10726864478641
2002-09-06,0.10710538523732405
2002-09-13,-0.014137508520871664
2002-09-20,0.0845422942230002
2002-09-27,-0.052941876368573934
2002-10-04,0.06518067142577809
2002-10-11,-0.10013676723662027
2002-10-18,-0.06271018608460632
2002-10-25,-0.11124314240968455
2002-11-01,-0.023609891678023322
2002-11-08,0.0037472573934720474
2002-11-15,-0.09854561107981162
2002-11-22,-0.1403624901814216
2002-11-29,0.17175935855615476
2002-12-06,0.04896328029277128
2002-12-13,-0.02453676766524608
2002-12-20,-0.05357452445475789
2002-12-27,0.10104572518821982
2003-01-03,-0.18009050663101864
2003-01-10,-0.014694166852874238
2003-01-17,0.055191977037913745
2003-01-24,0.20381394144543358
2003-01-31,-0.010848866806049264
2003-02-07,0.08719845344002963
2003-02-14,-0.04172898521826297
2003-02-21,-0.07542937997183422
2003-02-28,-0.020708851215150093
2003-03-07,0.047777189782986305
2003-03-14,-0.0032227028320670663
2003-03-21,-0.07749053765623366
2003-03-28,-0.03261544236394227
2003-04-04,0.04853270196896467
2003-04-11,-0.1755473860062291
2003-04-18,-0.1281682210215619
2003-04-25,-0.03309998510612689
2003-05-02,-0.008206663624572895
2003-05-09,-0.04663536662859163
2003-05-16,-0.06776027589143628
2003-05-23,0.040995917154525316
2003-05-30,0.015528223079846217
2003-06-06,0.08748211125316495
2003-06-13,-0.0281574390646009
